Título,Link,Tipo,Data da Publicação
,,,
TD 1917 - Liderança de Mercado no Setor de TICS Brasileiro: Estudos de Caso da TOTVS e da Positivo Informática S/A,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=21096,,
,,,
TD 1916 - Oportunidades e Desafios para a Engenharia Consultiva no Brasil: Infraestrutura de Transporte,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=21095,,
,,,
TD 1915 - Evolução de Índices de Tecnologia do Complexo Metalomecânico no Brasil: 1985-2009,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=21044,,
,,,
TD 1914 - Contradições em Processo: Um Estudo da Estrutura e Evolução do PRONAF de 2000 A 2010,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=21043,,
,,,
TD 1912 - A Economia de Ecossistemas e da Biodiversidade no Brasil (TEEB-Brasil): Análise de Lacunas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=21046,,
,,,
TD 1908 - Federalismo e Autonomia Fiscal dos Governos Estaduais no Brasil: Notas sobre o Período Recente (1990-2010),https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=21057,,
,,,
Revista,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=21024,,
,,,
TD 1906a - Market Leadership in the Brazilian Automotive Industry: The Case of Marcopolo,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=21011,,
,,,
TD 1910 - Seguro Agrícola no Brasil e o Desenvolvimento do Programa de Subvenção ao Prêmio,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=21004,,
,,,
Nota Técnica - 2013 - Número 16 - Diset - Aspectos do comportamento produtivo da indústria brasileira no terceiro trimestre 2013,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=21003,,
,,,
"Revista Tempo do Mundo, Volume 4, Número 3 - Dezembro 2012",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20994,,
,,,
"Revista Tempo do Mundo, Volume 4, Número 2 - Agosto 2012",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=21005,,
,,,
TD 1906 - Liderança de Mercado na Indústria Automobilística Brasileira: O Caso da Marcopolo,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20988,,
,,,
TD 1909 - O Crédito Imobiliário no Brasil e sua Relação com a Política Monetária,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20990,,
,,,
TD 1911 - Ação Coletiva e o Problema de Coordenação,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20992,,
,,,
Carta de Conjuntura - 2013 - Dezembro - nº 21,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20993,,
,,,
Publicações - PPP - número 41,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20987,,
,,,
Situação Social das Catadoras e dos Catadores de Material Reciclável e Reutilizável - Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20986,,
,,,
Radar - 2013 - Dezembro - nº 30,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20977,,
,,,
TD 0538 - Competitividade de Grão e de Cadeias Selecionadas do Agribusiness,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20970,,
,,,
Nota Técnica - 2013 - Número 07 - Dirur - Subsídios à Política Habitacional: revalorização do plano nacional de habitação a partir do déficit habitacional básico 2010 e sua evolução no período 2005-2010,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20969,,
,,,
TD Cepal/Ipea 045 - As grandes linhas da política externa brasileira,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20962,,
,,,
TD Cepal/Ipea 044 - Evolução geopolítica. Cenários e perspectivas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20961,,
,,,
"TD Cepal/Ipea 043 - Impacto do investimento estrangeiro direto sobre renda, emprego, finanças públicas e balanço de pagamentos",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20960,,
,,,
TD Cepal/Ipea 042 - Brasil e América do Sul: o desafio da inserção internacional soberana,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20957,,
,,,
TD Cepal/Ipea 041 - Impactos sistêmicos do padrão de especialização do comércio exterior brasileiro,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20955,,
,,,
"TD Cepal/Ipea 040 - O Brasil na governança das grandes questões ambientais contemporâneas, país emergente?",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20953,,
,,,
TD Cepal/Ipea 039 - Inovação e estratégias de acumulação de conhecimento na indústria brasileira,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20952,,
,,,
TD Cepal/Ipea 038 - Investimento nos setores industriais brasileiros: determinantes microeconômicos e requisitos para o crescimento,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20951,,
,,,
TD Cepal/Ipea 037 - Política de crédito rural: reflexões sobre a experiência brasileira,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20950,,
,,,
TD Cepal/Ipea 036 - Micro e pequenas empresas (MPEs) e construção social do mercado,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20948,,
,,,
TD Cepal/Ipea 035 - Infraestrutura: experiência na América Latina,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20947,,
,,,
TD Cepal/Ipea 034 - Transporte e mobilidade urbana,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20946,,
,,,
"TD 1905 - Integração Produtiva, Fragmentação da Produção e Evolução do Comércio Internacional: Como Evoluíram os Países da Ásia e América Latina?",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20878,,
,,,
TD 1904 - Governança das Políticas Ambientais no Brasil: Desafios à Construção de um Sistema Integrado de Avaliação,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20879,,
,,,
TD 1907 - Governos Estaduais no Ambiente Federativo Inaugurado pela Constituição Federal de 1988: Aspectos Políticos e Institucionais de uma Atuação Constrangida,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20880,,
,,,
Dossiê Mulheres Negras: retrato das condições de vida das mulheres negras no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20978,,
,,,
TD 1913 - Aglomeração Econômica e Migração: Uma Análise Para o Caso Brasileiro,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=21600,,
,,,
TD Cepal/Ipea 033 - Setor elétrico: desafios e oportunidades,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20917,,
,,,
TD Cepal/Ipea 032 - Corrupção e controles democráticos no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20916,,
,,,
"TD Cepal/Ipea 031 - Banco Central do Brasil: institucionalidade, relações com o Estado e com a sociedade civil, autonomia e controle democrático",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20915,,
,,,
TD Cepal/Ipea 030 - Relações Brasil-Estados Unidos,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20914,,
,,,
TD Cepal/Ipea 029 - Participação social e conselhos de políticas públicas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20913,,
,,,
TD Cepal/Ipea 028 - O estatuto político da sociedade civil: evidências da Cidade do México e de São Paulo,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20912,,
,,,
TD Cepal/Ipea 027 - Desafios e oportunidades do setor de telecomunicações no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20911,,
,,,
TD Cepal/Ipea 026 - Institucionalidade e política econômica no Brasil: uma análise das contradições do atual regime de crescimento pós-liberalização,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20910,,
,,,
TD Cepal/Ipea 025 - Algunas reflexiones sobre los servicios de infraestructura en América Latina,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20909,,
,,,
TD Cepal/Ipea 024 - Os incentivos às exportações brasileiras: 1990 a 2004,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20908,,
,,,
TD Cepal/Ipea 023 - Acordos do Mercosul com terceiros países,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20907,,
,,,
TD Cepal/Ipea 022 - Financiamento externo no ciclo recente da economia brasileira,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20906,,
,,,
TD Cepal/Ipea 021 - América Latina del auge a la crisis: desafíos de política macroeconómica,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20905,,
,,,
TD Cepal/Ipea 020 - Um elo faltante na América Latina: alianças público-privadas para uma visão estratégica nacional,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20904,,
,,,
TD Cepal/Ipea 019 - Antidumping nas Américas: uma investigação dos efeitos do uso deste instrumento sobre as exportações e sobre a conduta das empresas brasileiras,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20903,,
,,,
TD Cepal/Ipea 018 - A elasticidade-renda do comércio regional de produtos manufaturados,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20902,,
,,,
TD Cepal/Ipea 017 - Inovação tecnológica na indústria brasileira no passado recente: uma resenha da literatura econômica,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20901,,
,,,
TD Cepal/Ipea 016 - O atual regime de política econômica favorece o desenvolvimento?,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20900,,
,,,
TD Cepal/Ipea 015 - O papel dos bancos públicos,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20899,,
,,,
TD Cepal/Ipea 014 - Reformas financeiras para apoiar o desenvolvimento,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20898,,
,,,
TD Cepal/Ipea 013 - Convenções de desenvolvimento no Brasil contemporâneo: um ensaio de economia política,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20897,,
,,,
TD Cepal/Ipea 012 - O regime cambial brasileiro de 1999 a 2008,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20896,,
,,,
TD Cepal/Ipea 011 - Conflito distributivo e inflação,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20895,,
,,,
"TD Cepal/Ipea 010 - Estrutura etária, bônus demográfico e população economicamente ativa no Brasil: cenários de longo prazo e suas implicações para o mercado de trabalho",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20894,,
,,,
"TD Cepal/Ipea 009 - Trajetórias, casos nacionais de reformas econômicas e respostas à crise mundial",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20893,,
,,,
"TD Cepal/Ipea 008 - Alguns aspectos da lógica de coalizões partidárias - Cidadãos e política: diagnóstico da adesão democrática, comportamento e valores",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20892,,
,,,
TD Cepal/Ipea 007 - Qualidade da representação de interesses no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20891,,
,,,
TD Cepal/Ipea 005 - Instituciones e instrumentos para el planeamiento gubernamental en América Latina,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20890,,
,,,
"TD Cepal/Ipea 004 - Planejamento no Brasil: auge, declínio e caminhos para a reconstrução",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20889,,
,,,
TD Cepal/Ipea 003 - Um novo arranjo institucional para a política externa brasileira,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20888,,
,,,
TD Cepal/Ipea 002 - Estado-Nação e construção do futuro,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20887,,
,,,
TD Cepal/Ipea 001 - Financiamento externo das empresas com ações negociadas na bolsa em tempos de crise,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20885,,
,,,
TD 1903 - Metodologia de Avaliação de Resultados: O Caso das Intervenções do Pac Urbanização de Favelas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20854,,
,,,
TD 1901 - Relações Universidade-Empresa no Brasil: O Papel da Infraestrutura Pública de Pesquisa,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20853,,
,,,
Nota Técnica - 2013 - Número 15 - Diset - Análise dos dados da PINTEC 2011,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20804,,
,,,
Nota Técnica - 2013 - Número 06 - Dirur - Criação de municípios Depois do PLS 98/2002: uma estimativa preliminar,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20795,,
,,,
TD 1899 - Exportações e Processos Inovativos: Um Estudo Para a América Latina e a Europa do Leste,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20775,,
,,,
TD 1902 - A Relação Entre Crescimento e o Meio Ambiente: Uma Reavaliação da Curva de Kuznets Ambiental,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20765,,
,,,
Temas relevantes da agenda federativa - Dezembro 2013,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20864,,
,,,
TD 1900- Informalidade e Desempenho Econômico: Uma Análise dos Impactos Micro e Macroeconômicos de Políticas Para a Formalização,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20728,,
,,,
TD 1893 - Fluxo de Capital Para Economias Emergentes: O Papel da Qualidade Institucional do Governo e do Desenvolvimento do Sistema Financeiro Doméstico,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20702,,
,,,
TD 1898- Avanços e Limites na Implementação de Políticas Públicas Nacionais sob a Abordagem Territorial no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20708,,
,,,
"Boletim Regional, Urbano e Ambiental nº 7 - Janeiro/Junho de 2013",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20697,,
,,,
TD 1891- Estimando o Desalinhamento Cambial: Metodologia Para Cálculo de Bandas de Precisão,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20669,,
,,,
"TD 1897- Os Efeitos das Desigualdades Regionais Sobre a Desigualdade Interpessoal de Renda no Brasil, Nos Estados Unidos e no México",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20670,,
,,,
Nota Técnica - 2013 - Número 05 - Dirur - Estimativas do déficit habitacional brasileiro (PNAD 2007-2012),https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20657,,
,,,
TD 1896- As Entidades Sem Fins Lucrativos e as Políticas Públicas Federais: Tipologia e Análise de Convênios e Organizações (2003 - 2011),https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20642,,
,,,
Nota Técnica - 2013 - Número 04 - Dirur - Transporte Integrado Social – uma proposta para o pacto da mobilidade urbana,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20630,,
,,,
Nota Técnica - 2013 - Número 10 - Diest - Vidas perdidas e racismo no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20608,,
,,,
Nota Técnica - 2013 - Número 9 - Diest - As condições de saúde nos BRICS entre 1990 e 2010: diversidade e crise,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20596,,
,,,
Modernização sem Mudanças: da contagem de cabeças à gestão estratégica de pessoas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26699,,
,,,
Dependência e Superexploração do Trabalho no Capitalismo Contemporâneo,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=26700,,
,,,
Licenciamento Ambiental para o Desenvolvimento Urbano: avaliação de instrumentos e procedimentos,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20726,,
,,,
Direito e Desenvolvimento no Brasil do Século XXI - livro 1,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20561,,
,,,
As Transformações no Sistema Monetário Internacional,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20668,,
,,,
"Brasil em Desenvolvimento 2013 - Estado, Planejamento e Políticas Públicas - Volume 1",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20729,,
,,,
"Brasil em Desenvolvimento 2013 - Estado, Planejamento e Políticas Públicas - Volume 2",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20730,,
,,,
"Brasil em Desenvolvimento 2013 - Estado, Planejamento e Políticas Públicas - Volume 3",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20731,,
,,,
TD 1894 - Governos Estaduais no Federalismo Brasileiro: Capacidades e Limitações no Cenário atual,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20493,,
,,,
"Relatório de Pesquisa do Ipea - Planejamento e Gestão Governamental na Esfera Estadual: Uma análise comparativa dos processos, conteúdos e sistemas de acompanhamento dos PPAs - Relatório consolidado - Plano Plurianual 2012-2015",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20495,,
,,,
"TD 1895 - Experiências de Governança Metropolitana Internacional: Os Casos da França, Espanha, Inglaterra e Alemanha",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20485,,
,,,
"TD 1890 - Envelhecimento Populacional, Perda da Capacidade Laborativa e Políticas Públicas Brasileiras Entre 1992 e 2011",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20491,,
,,,
TD 1887 - Efeitos dos Pisos salariais Estaduais Sobre o Mercado de Trabalho: Uma Nova Abordagem Empírica,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20471,,
,,,
"TD 1889 - Dívidas estaduais, Federalismo Fiscal e Desigualdades Regionais no Brasil: Percalços no Limiar do Século XXI",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20473,,
,,,
TD 1888 - Potencial de Convergência Regional em Educação no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20472,,
,,,
"TD 1892 - Subsídios Para a Participação de Policiais Brasileiros em Operações de Paz das Nações Unidas: Funcionamento, Tarefas, Recrutamento e Oportunidades de Destaque",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20468,,
,,,
"TD 1886 - Democracia, Arenas Decisórias e Políticas Públicas: o Programa Minha Casa Minha Vida",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20470,,
,,,
Nota Técnica - 2013 - Número 8 - Diest - A reforma da Lei 8.666/93 e do arcabouço legal de compras públicas no Brasil: contribuições do Ipea à consulta pública do Senado,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20438,,
,,,
Temas relevantes da agenda federativa - Novembro 2013,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20863,,
,,,
TD 0439 - Renda e Pobreza: Os Impactos do Plano Real,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20412,,
,,,
Relatório de Pesquisa do Ipea - A Marcha das Margaridas: perfil socioeconômico e condições de vida das mulheres trabalhadoras do campo e da floresta,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20352,,
,,,
Comunicado do Ipea nº 161 - Indicadores de mobilidade urbana da PNAD 2012,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20330,,
,,,
TD 1883 - Democracia e Desenvolvimento no Brasil Contemporâneo: Conflitos e Articulação de Interesses no Projeto São Francisco,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20290,,
,,,
TD 1880- Panorama da Economia Criativa no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20292,,
,,,
"TD 1884- Desenvolvimentismo, Conflito e Conciliação de Interesses na Política de Construção de Hidrelétricas na Amazônia Brasileira",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20293,,
,,,
TD 1879 - Critérios de Classificação Para Ocupação Informal: Consequências Para a Caracterização do Setor Informal e Para a Análise de Bem-Estar no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20294,,
,,,
TD 1885- Reservas Internacionais Revisitadas: Novas Estimativas de Patamares Ótimos.,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20299,,
,,,
TD 1882- O Regime Internacional de Combate ao Racismo e à Discriminação Racial,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20302,,
,,,
Relatório de Pesquisa do Ipea - Diagnóstico sobre Juizados especiais Cíveis,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20288,,
,,,
TD 1877- Processos de Obtenção de Tecnologia Militar,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20256,,
,,,
TD 1878- A Dinâmica Recente do Setor de Defesa no Brasil: Análise das Características e do Envolvimento das Firmas Contratadas,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20258,,
,,,
TD 1881- Produto Potencial Como Ferramenta de Análise da Política Monetária e da Capacidade de Crescimento da Economia Brasileira,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20259,,
,,,
"Boletim de Análise Político-Institucional nº 4, outubro 2013",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20250,,
,,,
"Relatório de Pesquisa do Ipea - Planejamento e gestão governamental na esfera estadual: uma análise comparativa dos processos, conteúdos e sistemas de acompanhamento dos PPAs - Estado de São Paulo",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20225,,
,,,
"Relatório de Pesquisa do Ipea - Planejamento e gestão governamental na esfera estadual: uma análise comparativa dos processos, conteúdos e sistemas de acompanhamento dos PPAs - Estado do Rio Grande do Sul",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20224,,
,,,
"Relatório de Pesquisa do Ipea - Planejamento e gestão governamental na esfera estadual: uma análise comparativa dos processos, conteúdos e sistemas de acompanhamento dos PPAs - Estado do Rio Grande do Norte",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20223,,
,,,
Livro: Programa Bolsa Família,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=13774,,
,,,
Programa Bolsa Família uma década de inclusão e cidadania,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20408,,
,,,
Propriedade Intelectual e aspectos regulatórios em biotecnologia,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20261,,
,,,
"Relatório de Pesquisa do Ipea - Planejamento e gestão governamental na esfera estadual: uma análise comparativa dos processos, conteúdos e sistemas de acompanhamento dos PPAs - Estado do Rio de Janeiro",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20216,,
,,,
"Relatório de Pesquisa do Ipea - Planejamento e gestão governamental na esfera estadual: uma análise comparativa dos processos, conteúdos e sistemas de acompanhamento dos PPAs - Estado do Paraná",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20215,,
,,,
"Relatório de Pesquisa do Ipea - Planejamento e gestão governamental na esfera estadual: uma análise comparativa dos processos, conteúdos e sistemas de acompanhamento dos PPAs - Estado do Mato Grasso do Sul",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20214,,
,,,
"Relatório de Pesquisa do Ipea - Planejamento e gestão governamental na esfera estadual: uma análise comparativa dos processos, conteúdos e sistemas de acompanhamento dos PPAs - Estado de Minas Gerais",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20213,,
,,,
Temas relevantes da agenda federativa - Outubro 2013,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20200,,
,,,
Temas relevantes da agenda federativa - Agosto 2013,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20199,,
,,,
"Relatório de Pesquisa do Ipea - Planejamento e gestão governamental na esfera estadual: uma análise comparativa dos processos, conteúdos e sistemas de acompanhamento dos PPAs - Estado do Espírito Santo",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20195,,
,,,
"Relatório de Pesquisa do Ipea - Planejamento e gestão governamental na esfera estadual: uma análise comparativa dos processos, conteúdos e sistemas de acompanhamento dos PPAs - Estado do Ceará",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20193,,
,,,
"Relatório de Pesquisa do Ipea - Planejamento e gestão governamental na esfera estadual: uma análise comparativa dos processos, conteúdos e sistemas de acompanhamento dos PPAs - Estado da Bahia",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20192,,
,,,
Nota Técnica - 2013 - Número 16 - Disoc - Estimativas de custos dos recursos humanos em atenção básica: Equipes de Saúde da Família (ESF) e Equipes de Saúde Bucal (ESB),https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20160,,
,,,
Radar - 2013 - Outubro - nº 29,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20128,,
,,,
Revista Desafios do Desenvolvimento - edição 077,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20066,,
,,,
Comunicado do Ipea nº 160 - Um retrato de duas décadas do mercado de trabalho brasileiro utilizando a PNAD,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20065,,
,,,
TD 1873- Audiências Públicas do Poder Executivo Federal: Fatores de Efetividade,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20027,,
,,,
Nota Técnica - 2013 - Número 14 - Diset - Aspectos do comportamento produtivo da indústria brasileira no primeiro semestre de 2013,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20024,,
,,,
Nota Técnica - 2013 - Número 7 - Diest - Experiências de monitoramento dos resultados de conferências nacionais,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20021,,
,,,
TD 1875- Carga Tributária Brasileira: Estimação e Análise dos Determinantes da Evolução Recente - 2002 - 2012,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20017,,
,,,
TD 1876- Previdências Dos Trabalhadores Dos Setores Público e Privado e Desigualdade no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20018,,
,,,
TD 1872- Modelos Garch Assimétricos com Inovações T-Student,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=20025,,
,,,
Comunicado do Ipea nº 159 - Duas décadas de desigualdade e pobreza no Brasil medidas pela PNAD/IBGE,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=19995,,
,,,
Carta de Conjuntura - 2013 - Setembro - nº 20,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=19936,,
,,,
TD 1874 - Desenvolvimentos Institucionais Recentes no Setor de Telecomunicações no Brasil,https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=19906,,
,,,
"Boletim de Economia e Política Internacional nº 14, Maio/Agosto 2013",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=19876,,
,,,
"TD 1869 - A Presença do Brasil na Bolívia: Diálogo Político, Vínculos Econômicos e Cooperação Horizontal",https://portalantigo.ipea.gov.br/portal/index.php?option=com_content&view=article&id=19859,,
,,,
